Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
6938,IDFC,Automobile,9.2,39,1,580887,7590,9.2,799,290800,10,100,10178,4.7
6939,IDFC,Automobile,10,33,0,1515896,10194,16,721,328600,10,100,11501,4.7
6940,IDFC,Automobile,9.2,46,1,2203734,16069,5.5,796,332000,10,100,11620,4.7
6941,IDFC,Home,9,29,0,2353625,40012,17.3,782,4161000,15,85,124830,4.7
6942,IDFC,Education,10,27,1,1340108,21665,14.9,811,3006000,15,85,45090,4.7
6943,IDFC,Home,9,25,1,460750,10751,7.6,793,4512000,15,85,135360,4.7
6944,IDFC,Home,10,36,1,1461195,18022,14.2,748,4182000,15,85,125460,4.7
6945,IDFC,Automobile,9.2,57,1,917833,15374,13,774,317300,10,100,11105.5,4.7
6946,IDFC,Home,10,34,1,1519050,13545,19.4,728,3817000,15,85,114510,4.7
6947,IDFC,Home,9,25,0,1420725,19772,13.8,799,3835000,15,85,115050,4.7
6948,IDFC,Education,10,24,1,1136124,23480,20.2,802,3301000,15,85,49515,4.7
6949,IDFC,Education,10,36,1,1064798,27241,9.7,783,3817000,15,85,57255,4.7
6950,IDFC,Automobile,9.2,40,0,749892,13811,44,791,312100,10,100,10923.5,4.7
6951,IDFC,Automobile,9.2,58,0,1562218,17315,10.3,791,448100,10,100,15683.5,4.7
6952,IDFC,Home,8,56,0,1944840,23014,21.6,807,4557000,15,85,136710,4.7
6953,IDFC,Education,10,58,1,1315104,32220,15.4,672,4573000,15,85,68595,4.7
6954,IDFC,Home,9,26,1,1634456,44267,16.3,780,4420000,15,85,132600,4.7
6955,IDFC,Automobile,10,37,1,1119138,22942,19.5,721,388700,10,100,13604.5,4.7
6956,IDFC,Automobile,9.2,28,0,5804006,2273,20.5,800,302400,10,100,10584,4.7
6957,IDFC,Home,9,29,1,1609623,33936,18.6,772,4207000,15,85,126210,4.7
6958,IDFC,Home,8,27,0,1485553,15970,14.9,806,3439000,15,85,103170,4.7
6959,IDFC,Automobile,9.2,31,0,2628612,42934,12,787,415500,10,100,14542.5,4.7
6960,IDFC,Education,9.5,44,0,1280828,36077,21.2,820,2978000,15,85,44670,4.7
6961,IDFC,Home,8,40,1,1179862,21729,20.5,807,4417000,15,85,132510,4.7
6962,IDFC,Education,9.5,43,0,1451505,3338,14,818,2841000,15,85,42615,4.7
6963,IDFC,Automobile,8.65,59,0,727928,5326,17,817,351200,10,100,12292,4.7
6964,IDFC,Education,9.5,54,0,924293,13171,16.7,791,3298000,15,85,49470,4.7
6965,IDFC,Home,9,45,0,897769,27457,9.8,776,3527000,15,85,105810,4.7
6966,IDFC,Education,9.5,29,0,1036165,27544,31.8,814,4216000,15,85,63240,4.7
6967,IDFC,Home,10,40,0,2363524,21075,14.7,725,4899000,15,85,146970,4.7
6968,IDFC,Education,10,47,1,758974,15306,18.6,800,4326000,15,85,64890,4.7
6969,IDFC,Automobile,9.2,41,1,646836,14662,28.8,783,329800,10,100,11543,4.7
6970,IDFC,Home,8,42,1,1644393,24529,27,801,3033000,15,85,90990,4.7
6971,IDFC,Education,10,37,1,1475654,15126,12,795,2887000,15,85,43305,4.7
6972,IDFC,Education,9.5,37,0,1636166,19225,16.4,812,3789000,15,85,56835,4.7
6973,IDFC,Home,9,39,1,2730053,8622,12,769,4365000,15,85,130950,4.7
6974,IDFC,Home,12,26,0,678813,11766,27.1,700,4042000,15,85,121260,4.7
6975,IDFC,Automobile,9.2,28,1,1611504,25381,23.2,753,439300,10,100,15375.5,4.7
6976,IDFC,Home,8,45,1,1124154,21546,36,818,4463000,15,85,133890,4.7
6977,IDFC,Education,9.5,53,0,1681861,22285,10,805,3140000,15,85,47100,4.7
6978,IDFC,Automobile,8.65,42,0,971755,8665,24.5,806,332300,10,100,11630.5,4.7
6979,IDFC,Home,8,34,0,2022664,37588,19.9,807,3140000,15,85,94200,4.7
6980,IDFC,Home,9,49,1,2506309,37386,15,781,4881000,15,85,146430,4.7
6981,IDFC,Education,10,36,1,1626476,15858,12.8,819,5009000,15,85,75135,4.7
6982,IDFC,Education,10,33,1,1222042,17719,25,804,4091000,15,85,61365,4.7
6983,IDFC,Home,9,26,1,903412,16939,12,770,3624000,15,85,108720,4.7
6984,IDFC,Education,10,41,1,937840,17506,22.5,802,3195000,15,85,47925,4.7
6985,IDFC,Education,10,53,1,2623558,27110,20,812,3185000,15,85,47775,4.7
6986,IDFC,Home,8,39,0,3801900,49995,24.6,802,8109000,15,85,243270,4.7
6987,IDFC,Home,9,32,1,1789477,13839,13.8,774,3829000,15,85,114870,4.7
6988,IDFC,Home,9,28,1,1300379,27416,17.5,771,3719000,15,85,111570,4.7
6989,IDFC,Education,9.5,36,0,1905567,41129,15.8,742,4557000,15,85,68355,4.7
6990,IDFC,Automobile,8.65,26,1,921120,8674,17.5,821,297200,10,100,10402,4.7
6991,IDFC,Automobile,9.2,59,0,1715415,43886,16.8,761,541700,10,100,18959.5,4.7
6992,IDFC,Home,8,32,1,1100366,4778,12.9,817,4237000,15,85,127110,4.7
6993,IDFC,Home,9,32,1,560880,10376,11.8,789,4390000,15,85,131700,4.7
6994,IDFC,Automobile,8.65,51,1,1149462,24905,11.2,818,351200,10,100,12292,4.7
6995,IDFC,Home,10,39,1,1075438,13981,18.5,751,4344000,15,85,130320,4.7
6996,IDFC,Education,9.5,59,0,2701496,69338,17,801,4201000,15,85,63015,4.7
6997,IDFC,Education,10,35,1,1143762,12486,11.9,751,3844000,15,85,57660,4.7
6998,IDFC,Home,8,35,0,2042348,1583,12.9,811,3676000,15,85,110280,4.7
6999,IDFC,Automobile,10,47,0,854145,12883,14.9,707,301800,10,100,10563,4.7
7000,IDFC,Automobile,8.65,56,0,404586,1541,27,806,283800,10,100,9933,4.7
7001,IDFC,Education,9.5,28,0,1158126,13801,16.3,812,4417000,15,85,66255,4.7
7002,IDFC,Automobile,8.65,42,0,574161,6746,17.6,818,360900,10,100,12631.5,4.7
7003,IDFC,Home,9,24,0,2024925,17549,9.4,785,3926000,15,85,117780,4.7
7004,IDFC,Home,9,53,1,1605158,21803,14.9,762,3996000,15,85,119880,4.7
7005,IDFC,Education,9.5,57,0,2163758,25965,27.6,789,4545000,15,85,68175,4.7
7006,IDFC,Education,10,57,1,1125370,11066,11.9,814,3993000,15,85,59895,4.7
7007,IDFC,Home,8,35,0,678870,18556,15.6,811,3320000,15,85,99600,4.7
7008,IDFC,Home,8,54,0,1499328,25863,23.1,817,3823000,15,85,114690,4.7
7009,IDFC,Education,9.5,25,0,1069662,2371,24.6,815,2841000,15,85,42615,4.7
7010,IDFC,Education,10,27,1,990280,6569,27.4,817,3506000,15,85,52590,4.7
7011,IDFC,Education,10,51,1,1395227,35811,14.2,821,3484000,15,85,52260,4.7
7012,IDFC,Home,9,32,0,1654254,24400,19.3,789,4009000,15,85,120270,4.7
7013,IDFC,Home,9,51,0,2678354,45086,23.3,759,3917000,15,85,117510,4.7
7014,IDFC,Home,9,34,0,1025677,16838,15.7,774,3024000,15,85,90720,4.7
7015,IDFC,Education,9.5,44,0,1224170,21219,13,795,3182000,15,85,47730,4.7
7016,IDFC,Education,10,45,1,2706246,60439,22.3,784,4804000,15,85,72060,4.7
7017,IDFC,Education,9.5,24,0,957790,11733,10.5,805,3173000,15,85,47595,4.7
7018,IDFC,Home,9,43,0,927960,15311,26.1,790,4451000,15,85,133530,4.7
7019,IDFC,Home,9,24,0,1344079,18145,8.5,789,3640000,15,85,109200,4.7
7020,IDFC,Education,10,50,1,3166407,86020,21.8,808,4533000,15,85,67995,4.7
7021,IDFC,Home,8,46,1,2790454,26811,24.5,808,3182000,15,85,95460,4.7
7022,IDFC,Home,8,45,1,1046425,15260,22.8,812,4033000,15,85,120990,4.7
7023,IDFC,Automobile,9.2,48,0,939835,17857,22.8,785,356000,10,100,12460,4.7
7024,UNION BANK OF INDIA,Automobile,6.6,48,1,1106731,18353,21.3,812,317000,7,90,1200,3
7025,UNION BANK OF INDIA,Automobile,6.6,43,0,2667619,21830,19.5,816,641100,7,90,1200,3
7026,UNION BANK OF INDIA,Education,8.4,45,0,989045,2143,29.5,793,4481000,15,85,15000,3
7027,UNION BANK OF INDIA,Home,6.8,29,1,1219382,31907,11.8,807,3524000,30,80,17620,3
7028,UNION BANK OF INDIA,Home,7,24,0,780273,13850,6.3,780,3722000,30,80,18610,3
7029,UNION BANK OF INDIA,Automobile,6.6,32,1,1664381,16644,35,802,570700,7,90,1200,3
7030,UNION BANK OF INDIA,Automobile,6.9,47,1,744838,9931,8.4,796,290200,7,90,1200,3
7031,UNION BANK OF INDIA,Education,8.9,53,1,1344098,8848,39.4,814,3393000,15,85,15000,3
7032,UNION BANK OF INDIA,Automobile,6.6,51,1,1525434,23517,29.4,819,295700,7,90,1200,3
7033,UNION BANK OF INDIA,Automobile,6.6,47,1,1362718,3191,17.9,821,436200,7,90,1200,3
7034,UNION BANK OF INDIA,Home,7.2,42,1,793041,15068,14.6,707,3817000,30,80,19085,3
7035,UNION BANK OF INDIA,Automobile,6.9,30,1,857223,18502,16.1,764,371000,7,90,1200,3
7036,UNION BANK OF INDIA,Education,8.4,51,0,948005,18249,15.9,779,3762000,15,85,15000,3
7037,UNION BANK OF INDIA,Education,8.4,35,0,876565,10665,14.6,797,3652000,15,85,15000,3
7038,UNION BANK OF INDIA,Automobile,6.9,35,0,1158753,17188,24.4,791,304200,7,90,1200,3
7039,UNION BANK OF INDIA,Automobile,6.9,55,1,720119,17763,13.4,773,310000,7,90,1200,3
7040,UNION BANK OF INDIA,Automobile,6.9,54,0,1820713,6555,13.4,795,303900,7,90,1200,3
7041,UNION BANK OF INDIA,Automobile,6.6,54,0,1227229,19124,17.1,802,329800,7,90,1200,3
7042,UNION BANK OF INDIA,Automobile,6.6,34,0,1630751,13182,12.5,816,355100,7,90,1200,3
7043,UNION BANK OF INDIA,Education,8.4,57,0,1458345,15191,22.5,815,3253000,15,85,15000,3
7044,UNION BANK OF INDIA,Education,8.4,35,0,1455685,29963,14.6,724,4365000,15,85,15000,3
7045,UNION BANK OF INDIA,Education,8.4,45,0,672923,14860,13.8,743,3289000,15,85,15000,3
7046,UNION BANK OF INDIA,Home,6.8,33,1,641592,12083,19.5,817,3780000,30,80,18900,3
7047,UNION BANK OF INDIA,Automobile,6.6,26,0,1600655,10431,18.6,822,399300,7,90,1200,3
7048,UNION BANK OF INDIA,Automobile,6.6,34,1,1776842,35685,15,818,408200,7,90,1200,3
7049,UNION BANK OF INDIA,Automobile,6.9,59,0,1827610,7767,25.5,799,373400,7,90,1200,3
7050,UNION BANK OF INDIA,Home,7,50,1,760684,16862,10.5,767,3460000,30,80,17300,3
7051,UNION BANK OF INDIA,Home,7.2,52,0,355186,7784,12.9,714,4573000,30,80,22865,3
7052,UNION BANK OF INDIA,Home,7,59,1,551779,2359,11.6,768,2981000,30,80,14905,3
7053,UNION BANK OF INDIA,Automobile,7.1,35,1,977987,25591,11.8,746,343200,7,90,1200,3
7054,UNION BANK OF INDIA,Home,7,43,0,1148550,16654,13.4,781,2902000,30,80,14510,3
7055,UNION BANK OF INDIA,Home,7,51,1,614023,9415,10.3,776,2984000,30,80,14920,3
7056,UNION BANK OF INDIA,Automobile,6.9,31,1,1548500,33164,14.1,786,449600,7,90,1200,3
7057,UNION BANK OF INDIA,Home,6.8,50,1,3362886,2354,34.2,808,3420000,30,80,17100,3
7058,UNION BANK OF INDIA,Education,8.4,54,0,1504496,19684,11.9,821,4823000,15,85,15000,3
7059,UNION BANK OF INDIA,Automobile,6.6,28,0,1516846,15801,21.1,814,485600,7,90,1200,3
7060,UNION BANK OF INDIA,Education,8.9,51,1,1502368,27794,11,784,4820000,15,85,15000,3
7061,UNION BANK OF INDIA,Education,8.9,27,1,1854970,15613,21.5,779,4463000,15,85,15000,3
7062,UNION BANK OF INDIA,Home,7.2,56,1,1456635,14239,15.9,714,3786000,30,80,18930,3
7063,UNION BANK OF INDIA,Home,6.8,45,0,1727613,14829,16.2,821,3515000,30,80,17575,3
7064,UNION BANK OF INDIA,Education,8.9,49,1,1307124,21241,22.5,805,4079000,15,85,15000,3
7065,UNION BANK OF INDIA,Automobile,6.6,34,0,826405,5186,31.4,805,382000,7,90,1200,3
7066,UNION BANK OF INDIA,Education,8.9,32,1,795758,12533,17,797,2832000,15,85,15000,3
7067,UNION BANK OF INDIA,Home,7,52,0,282929,6625,10.1,767,2929000,30,80,14645,3
7068,UNION BANK OF INDIA,Education,8.4,49,0,1846515,11233,15.7,814,3527000,15,85,15000,3
7069,UNION BANK OF INDIA,Education,8.4,29,0,1175055,21934,25.7,737,3560000,15,85,15000,3
7070,UNION BANK OF INDIA,Education,8.9,56,1,4177321,74496,27.4,818,9033000,15,85,15000,3
7071,UNION BANK OF INDIA,Automobile,6.9,27,1,929879,17900,15.3,778,310600,7,90,1200,3
7072,UNION BANK OF INDIA,Education,8.4,24,0,976334,12937,25.3,817,3240000,15,85,15000,3
7073,UNION BANK OF INDIA,Education,8.4,58,0,583338,12736,24.3,784,3210000,15,85,15000,3
7074,UNION BANK OF INDIA,Automobile,6.6,55,1,1640194,19272,13.2,817,283800,7,90,1200,3
7075,UNION BANK OF INDIA,Automobile,6.6,51,0,944680,16453,14.9,805,412100,7,90,1200,3
7076,UNION BANK OF INDIA,Automobile,6.6,41,0,642637,13174,26.1,815,327700,7,90,1200,3
7077,UNION BANK OF INDIA,Automobile,8.2,38,1,1793258,30037,27.2,658,370700,7,90,1200,3
7078,UNION BANK OF INDIA,Education,8.4,56,0,4046202,63728,15.8,796,3030000,15,85,15000,3
7079,UNION BANK OF INDIA,Education,8.9,26,1,1006601,12666,15.7,802,3570000,15,85,15000,3
7080,UNION BANK OF INDIA,Education,8.9,28,1,935940,28780,14.6,780,3951000,15,85,15000,3
7081,UNION BANK OF INDIA,Education,8.4,52,0,1794892,23379,15.5,808,3685000,15,85,15000,3
7082,UNION BANK OF INDIA,Home,7,51,1,1361920,26784,15,795,3179000,30,80,15895,3
7083,UNION BANK OF INDIA,Home,7,59,0,978006,22331,15.5,785,3310000,30,80,16550,3
7084,UNION BANK OF INDIA,Automobile,6.9,57,1,1042929,0,19.8,761,368200,7,90,1200,3
7085,UNION BANK OF INDIA,Education,8.9,24,1,1883470,36728,36.5,816,5673000,15,85,15000,3
7086,UNION BANK OF INDIA,Automobile,6.6,55,0,1341039,21457,14,804,418900,7,90,1200,3
7087,UNION BANK OF INDIA,Education,8.9,48,1,1226241,24014,23.6,813,4536000,15,85,15000,3
7088,UNION BANK OF INDIA,Automobile,6.9,47,0,2272723,39962,22.1,797,413100,7,90,1200,3
7089,UNION BANK OF INDIA,Education,8.4,44,0,648147,16690,10.9,807,3271000,15,85,15000,3
7090,UNION BANK OF INDIA,Education,8.4,48,0,1435887,29675,30.5,800,3783000,15,85,15000,3
7091,UNION BANK OF INDIA,Automobile,6.9,53,1,2139324,909,19,795,490200,7,90,1200,3
7092,UNION BANK OF INDIA,Home,6.8,35,1,1762231,36713,16.5,815,3612000,30,80,18060,3
7093,UNION BANK OF INDIA,Automobile,6.9,43,1,1707264,24186,17.5,796,316100,7,90,1200,3
7094,UNION BANK OF INDIA,Education,8.9,50,1,1937810,31651,23,688,3804000,15,85,15000,3
7095,UNION BANK OF INDIA,Home,7,42,0,1034968,10005,12.5,779,3030000,30,80,15150,3
7096,UNION BANK OF INDIA,Education,8.4,42,0,1903800,25225,17.8,795,4112000,15,85,15000,3
7097,UNION BANK OF INDIA,Automobile,6.6,50,0,553565,7935,16.5,811,337800,7,90,1200,3
7098,UNION BANK OF INDIA,Automobile,6.9,35,1,577809,7223,16.5,785,347800,7,90,1200,3
7099,UNION BANK OF INDIA,Education,8.4,56,0,853803,14870,14.5,696,3521000,15,85,15000,3
7100,UNION BANK OF INDIA,Education,8.4,58,0,1364314,7879,38.4,772,3420000,15,85,15000,3
7101,UNION BANK OF INDIA,Home,7,26,1,824372,21022,14.5,787,3804000,30,80,19020,3
7102,UNION BANK OF INDIA,Automobile,6.9,52,1,1843000,31792,15.9,791,435600,7,90,1200,3
7103,UNION BANK OF INDIA,Automobile,6.9,46,0,1076293,21974,20.9,797,336500,7,90,1200,3
7104,UNION BANK OF INDIA,Automobile,6.9,32,0,949031,9965,12,787,348400,7,90,1200,3
7105,UNION BANK OF INDIA,Education,8.4,56,0,813010,9824,12.9,812,3387000,15,85,15000,3
7106,UNION BANK OF INDIA,Automobile,6.6,30,0,2352922,15764,17.9,819,587100,7,90,1200,3
7107,UNION BANK OF INDIA,Education,8.4,33,0,657818,8661,16.3,739,3320000,15,85,15000,3
7108,UNION BANK OF INDIA,Education,8.9,44,1,1372769,16473,14.5,805,4643000,15,85,15000,3
7109,UNION BANK OF INDIA,Home,7,56,0,1309917,24343,20.7,790,3490000,30,80,17450,3
7110,UNION BANK OF INDIA,Automobile,6.6,56,0,1808857,2412,28.7,820,537800,7,90,1200,3
7111,UNION BANK OF INDIA,Home,7,34,0,625062,11407,19.4,800,2874000,30,80,14370,3
7112,UNION BANK OF INDIA,Automobile,6.6,56,0,2092869,10168,13.1,810,535300,7,90,1200,3
7113,UNION BANK OF INDIA,Automobile,6.6,48,1,2141965,31951,39.2,807,381000,7,90,1200,3
7114,UNION BANK OF INDIA,Automobile,6.6,40,1,3961272,50836,22,819,409700,7,90,1200,3
7115,UNION BANK OF INDIA,Home,7,34,0,966150,27213,5.7,791,3521000,30,80,17605,3
7116,UNION BANK OF INDIA,Education,8.4,28,0,1021592,16686,15.7,787,4015000,15,85,15000,3
7117,UNION BANK OF INDIA,Automobile,8.2,43,0,1002193,12110,12.8,700,403900,7,90,1200,3
7118,UNION BANK OF INDIA,Home,7,48,0,1302716,18564,25.5,756,4527000,30,80,22635,3
7119,UNION BANK OF INDIA,Home,6.8,28,0,1163142,20355,16.7,819,4542000,30,80,22710,3
7120,UNION BANK OF INDIA,Automobile,6.6,26,0,2150040,18455,23.2,821,309400,7,90,1200,3
7121,UNION BANK OF INDIA,Automobile,6.9,58,0,843106,7588,15.8,788,291700,7,90,1200,3
7122,UNION BANK OF INDIA,Automobile,6.6,50,1,1784784,13059,19,816,329500,7,90,1200,3
7123,UNION BANK OF INDIA,Home,7,31,1,1183396,26035,15.3,767,3103000,30,80,15515,3
7124,UNION BANK OF INDIA,Education,8.9,56,1,2665358,31318,15.9,789,4487000,15,85,15000,3
7125,UNION BANK OF INDIA,Home,7,33,0,1898860,21679,28.6,800,4387000,30,80,21935,3
7126,UNION BANK OF INDIA,Education,8.4,31,0,1243531,26839,10.5,731,3850000,15,85,15000,3
7127,UNION BANK OF INDIA,Education,8.4,51,0,1171882,4277,14.6,685,3567000,15,85,15000,3
7128,UNION BANK OF INDIA,Education,8.9,45,1,719169,13664,17.6,810,2841000,15,85,15000,3
7129,UNION BANK OF INDIA,Education,8.9,50,1,575928,12910,15.7,795,2838000,15,85,15000,3
7130,UNION BANK OF INDIA,Home,7,53,0,1888790,48794,14,769,4499000,30,80,22495,3
7131,UNION BANK OF INDIA,Education,8.9,45,1,1214879,23386,13.7,811,3926000,15,85,15000,3
7132,UNION BANK OF INDIA,Automobile,6.6,30,1,940405,14733,17.8,807,289600,7,90,1200,3
7133,UNION BANK OF INDIA,Education,8.4,24,0,681492,9654,16.3,807,3771000,15,85,15000,3
7134,UNION BANK OF INDIA,Automobile,6.9,27,1,1276439,25742,36.6,785,420100,7,90,1200,3
7135,UNION BANK OF INDIA,Automobile,6.6,39,1,538536,11623,9.8,819,451200,7,90,1200,3
7136,UNION BANK OF INDIA,Automobile,6.6,27,0,1129968,21469,23.2,806,390200,7,90,1200,3
7137,UNION BANK OF INDIA,Home,6.8,54,0,1444380,31054,20.4,815,4853000,30,80,24265,3
7138,UNION BANK OF INDIA,Education,8.9,24,1,995011,19071,23.7,772,4167000,15,85,15000,3
7139,UNION BANK OF INDIA,Education,8.9,56,1,992446,637,25.9,816,2868000,15,85,15000,3
7140,UNION BANK OF INDIA,Education,8.4,51,0,6175551,4940,12.5,805,11759000,15,85,15000,3
7141,UNION BANK OF INDIA,Home,7,53,1,2267004,20781,16.6,778,4417000,30,80,22085,3
7142,UNION BANK OF INDIA,Home,6.8,24,1,7043775,28703,29.4,818,3161000,30,80,15805,3
7143,UNION BANK OF INDIA,Home,7,33,0,673721,9320,21.8,782,3451000,30,80,17255,3
7144,UNION BANK OF INDIA,Automobile,7.1,50,1,1081613,23795,15.1,717,382300,7,90,1200,3
7145,UNION BANK OF INDIA,Home,7,28,0,2084984,11971,15.4,781,4201000,30,80,21005,3
7146,UNION BANK OF INDIA,Home,7,58,1,1747107,18053,35.5,797,4896000,30,80,24480,3
7147,UNION BANK OF INDIA,Automobile,6.9,54,1,1104432,14965,20.2,798,323100,7,90,1200,3
7148,UNION BANK OF INDIA,Education,8.4,39,0,1512020,8404,24.3,814,2865000,15,85,15000,3
7149,UNION BANK OF INDIA,Education,8.4,31,0,1132362,10191,13.8,769,4012000,15,85,15000,3
7150,UNION BANK OF INDIA,Home,7,24,0,1376759,12425,18.6,787,2850000,30,80,14250,3
7151,UNION BANK OF INDIA,Education,8.4,51,0,3556572,76466,23,796,4347000,15,85,15000,3
7152,UNION BANK OF INDIA,Automobile,6.6,59,0,596999,12189,12.9,818,318900,7,90,1200,3
7153,UNION BANK OF INDIA,Home,7.2,39,1,1121589,25983,14,714,3820000,30,80,19100,3
7154,UNION BANK OF INDIA,Education,8.4,36,0,1259263,21093,11.3,761,4176000,15,85,15000,3
7155,UNION BANK OF INDIA,Home,7,28,1,1791529,26127,12.7,781,3304000,30,80,16520,3
7156,UNION BANK OF INDIA,Education,8.4,41,0,610546,6207,11.1,795,3253000,15,85,15000,3
7157,UNION BANK OF INDIA,Automobile,6.9,52,1,958341,13976,18.3,798,369200,7,90,1200,3
7158,UNION BANK OF INDIA,Automobile,6.6,27,1,1153148,16528,11.1,813,328600,7,90,1200,3
7159,UNION BANK OF INDIA,Automobile,6.9,37,0,975346,20076,11.4,777,527400,7,90,1200,3
7160,UNION BANK OF INDIA,Home,7.2,42,0,1985766,26311,13.8,743,3716000,30,80,18580,3
7161,UNION BANK OF INDIA,Education,8.9,50,1,424137,5019,13,725,3051000,15,85,15000,3
7162,UNION BANK OF INDIA,Home,7,48,0,2808675,33002,16.7,794,4481000,30,80,22405,3
7163,UNION BANK OF INDIA,Home,7.2,31,1,951140,24016,17.5,750,4182000,30,80,20910,3
7164,UNION BANK OF INDIA,Automobile,6.6,41,0,2422576,31695,16.1,801,355100,7,90,1200,3
7165,UNION BANK OF INDIA,Education,8.9,32,1,1210053,22588,19.3,801,3024000,15,85,15000,3
7166,UNION BANK OF INDIA,Home,7.4,40,0,864500,3840,21,688,3515000,30,80,17575,3
7167,UNION BANK OF INDIA,Automobile,6.6,30,0,456551,8598,12.5,802,322500,7,90,1200,3
7168,UNION BANK OF INDIA,Home,7,24,1,1064133,13124,14.3,798,3728000,30,80,18640,3
7169,UNION BANK OF INDIA,Automobile,6.6,48,1,3511846,61750,25.5,807,390500,7,90,1200,3
7170,UNION BANK OF INDIA,Automobile,7.1,32,1,3163842,30689,15.9,742,419200,7,90,1200,3
7171,UNION BANK OF INDIA,Home,7,43,1,677578,5246,25.9,762,5365000,30,80,26825,3
7172,UNION BANK OF INDIA,Automobile,6.6,39,0,431243,7295,18.5,816,313100,7,90,1200,3
7173,UNION BANK OF INDIA,Home,7,48,1,1438623,36685,29.5,754,4487000,30,80,22435,3
7174,UNION BANK OF INDIA,Automobile,7.1,50,1,1439250,27706,17.4,713,453900,7,90,1200,3
7175,UNION BANK OF INDIA,Automobile,6.9,53,0,540930,13523,15.6,755,371900,7,90,1200,3
7176,UNION BANK OF INDIA,Automobile,6.6,52,1,677559,7114,22.3,811,331700,7,90,1200,3
7177,UNION BANK OF INDIA,Education,8.9,51,1,1465546,24060,11.1,808,3161000,15,85,15000,3
7178,UNION BANK OF INDIA,Automobile,6.6,39,0,659946,1837,17.3,822,542600,7,90,1200,3
7179,UNION BANK OF INDIA,Education,8.9,34,1,1688720,35745,25.9,786,4792000,15,85,15000,3
7180,UNION BANK OF INDIA,Home,6.8,50,0,780767,12883,12.8,806,2957000,30,80,14785,3
7181,UNION BANK OF INDIA,Education,8.9,54,1,1057293,32071,23.4,777,3298000,15,85,15000,3
7182,UNION BANK OF INDIA,Education,8.4,34,0,939759,24199,19.7,810,4097000,15,85,15000,3
7183,UNION BANK OF INDIA,Education,8.4,30,0,468445,6636,7.5,778,3003000,15,85,15000,3
7184,UNION BANK OF INDIA,Home,6.8,25,0,838242,19070,17.5,805,3564000,30,80,17820,3
7185,UNION BANK OF INDIA,Education,8.9,51,1,700340,8871,8,799,3167000,15,85,15000,3
7186,UNION BANK OF INDIA,Home,7,35,0,781318,12911,14.7,771,3679000,30,80,18395,3
7187,UNION BANK OF INDIA,Education,8.9,24,1,787626,18969,22.6,802,3490000,15,85,15000,3
7188,UNION BANK OF INDIA,Automobile,6.9,51,1,755288,13066,22.8,773,422800,7,90,1200,3
7189,UNION BANK OF INDIA,Home,7.2,46,0,811965,13871,12,750,4115000,30,80,20575,3
7190,UNION BANK OF INDIA,Automobile,7.1,24,0,1127574,15410,8.7,713,342600,7,90,1200,3
7191,UNION BANK OF INDIA,Automobile,6.9,54,1,649040,7788,14.8,788,365500,7,90,1200,3
7192,UNION BANK OF INDIA,Home,7.2,55,0,763040,3624,12,702,3911000,30,80,19555,3
7193,UNION BANK OF INDIA,Education,8.9,50,1,1650074,11303,27.1,808,4003000,15,85,15000,3
7194,UNION BANK OF INDIA,Education,8.9,36,1,1392092,15162,14.8,795,3481000,15,85,15000,3
7195,UNION BANK OF INDIA,Automobile,6.9,39,0,752020,7708,32.5,783,381400,7,90,1200,3
7196,UNION BANK OF INDIA,Home,7,37,1,979013,17785,22.3,760,3070000,30,80,15350,3
7197,UNION BANK OF INDIA,Automobile,6.9,37,0,1482152,32731,39.8,786,457900,7,90,1200,3
7198,UNION BANK OF INDIA,Education,8.9,38,1,1268022,19337,20.1,806,4554000,15,85,15000,3
7199,UNION BANK OF INDIA,Home,6.8,36,1,1192934,20280,11,817,3368000,30,80,16840,3
7200,UNION BANK OF INDIA,Automobile,6.6,50,0,1238211,16819,15,822,343900,7,90,1200,3
7201,UNION BANK OF INDIA,Automobile,6.9,51,1,906072,10948,19.6,768,316400,7,90,1200,3
7202,UNION BANK OF INDIA,Automobile,6.9,42,0,545300,15814,10.8,796,372500,7,90,1200,3
7203,UNION BANK OF INDIA,Home,6.8,29,0,1302602,26703,26.4,810,4789000,30,80,23945,3
7204,UNION BANK OF INDIA,Automobile,6.9,50,1,1523192,35541,15.3,793,330400,7,90,1200,3
7205,UNION BANK OF INDIA,Automobile,7.1,39,1,1587241,20502,15,744,505400,7,90,1200,3
7206,UNION BANK OF INDIA,Home,7,30,0,768968,19160,18.6,785,2969000,30,80,14845,3
7207,UNION BANK OF INDIA,Home,6.8,30,0,1392548,12881,27,813,3314000,30,80,16570,3
7208,UNION BANK OF INDIA,Home,6.8,49,0,2290982,35129,20.6,814,3698000,30,80,18490,3
7209,UNION BANK OF INDIA,Home,7.4,36,1,749512,15677,5.1,689,4939000,30,80,24695,3
7210,UNION BANK OF INDIA,Home,7,32,1,612446,8421,12.3,796,3829000,30,80,19145,3
